Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal_Price,Price_Date
921,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,23 Apr 10
922,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,22 May 12
923,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,22 Apr 16
924,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,22 Apr 10
925,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,21 Apr 16
926,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,21 Apr 14
927,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,21 Apr 12
928,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,21 Apr 10
929,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,20 Apr 17
930,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,20 Apr 14
931,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,20 Apr 12
932,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,20 Apr 10
933,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,19 Apr 17
934,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,19 Apr 14
935,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1350,1350,1350,19 Apr 13
936,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,19 Apr 12
937,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,19 Apr 10
938,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,18 Apr 17
939,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,18 Apr 14
940,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1350,1350,1350,18 Apr 13
941,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,18 Apr 12
942,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,18 Apr 10
943,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1350,1350,1350,17 Apr 13
944,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,17 Apr 10
945,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,16 Apr 16
946,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1350,1350,1350,16 Apr 13
947,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,16 Apr 10
948,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,15 May 12
949,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,15 Apr 17
950,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,15 Apr 16
951,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,15 Apr 10
952,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,14 May 10
953,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,14 Apr 17
954,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,14 Apr 16
955,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,14 Apr 10
956,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,13 Apr 17
957,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,13 Apr 16
958,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,13 Apr 10
959,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,12 May 10
960,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,12 Apr 17
961,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,12 Apr 10
962,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,11 Apr 17
963,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,11 Apr 10
964,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,10 May 17
965,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,10 May 12
966,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,10 May 10
967,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,10 Apr 10
968,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,9 May 17
969,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,9 May 14
970,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,9 May 12
971,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,9 May 10
972,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,9 Apr 10
973,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,8 May 12
974,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,8 May 10
975,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,7 May 14
976,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,7 May 10
977,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,6 May 15
978,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,6 May 14
979,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,6 May 10
980,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,5 May 17
981,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,5 May 14
982,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,5 May 12
983,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,5 May 10
984,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,4 May 17
985,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,4 May 14
986,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,4 May 12
987,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,4 May 10
988,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,3 May 15
989,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,3 May 14
990,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1350,1350,1350,3 May 13
991,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,3 May 12
992,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,2 May 17
993,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,2 May 15
994,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,2 May 14
995,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,2 May 12
996,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,2 May 10
997,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,1 May 16
998,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,1 May 15
999,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,1 May 14
1000,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,1 May 12
1001,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,30 Apr 17
1002,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,30 Apr 15
1003,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,30 Apr 10
1004,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,29 Apr 17
1005,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,29 Apr 16
1006,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,29 Apr 15
1007,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,29 Apr 14
1008,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,29 Apr 10
1009,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,28 Apr 17
1010,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,28 Apr 14
1011,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,28 Apr 12
1012,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,28 Apr 10
1013,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,27 Apr 17
1014,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,27 Apr 16
1015,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,27 Apr 15
1016,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,27 Apr 12
1017,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,27 Apr 10
1018,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,26 Apr 17
1019,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,26 Apr 16
1020,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,26 Apr 15
1021,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,26 Apr 14
1022,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,26 Apr 12
1023,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,26 Apr 10
1024,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,25 Apr 17
1025,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,25 Apr 16
1026,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,25 Apr 15
1027,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,25 Apr 14
1028,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,25 Apr 12
1029,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,25 Apr 10
1030,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,24 Apr 17
1031,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,24 Apr 16
1032,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,24 Apr 15
1033,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,24 Apr 12
1034,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,24 Apr 10
1035,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,23 Apr 17
1036,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,23 Apr 15
1037,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,23 Apr 10
1038,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,22 Apr 16
1039,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,22 Apr 15
1040,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1350,1350,1350,22 Apr 13
1041,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,22 Apr 10
1042,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,21 Apr 16
1043,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,21 Apr 14
1044,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,21 Apr 10
1045,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,20 Apr 16
1046,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,20 Apr 14
1047,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1350,1350,1350,20 Apr 13
1048,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,20 Apr 12
1049,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,20 Apr 10
1050,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,19 May 15
1051,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,19 Apr 17
1052,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,19 Apr 12
1053,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,19 Apr 10
1054,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,18 May 12
1055,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,18 Apr 17
1056,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1350,1350,1350,18 Apr 13
1057,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,18 Apr 10
1058,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,17 Apr 10
1059,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1350,1350,1350,16 Apr 13
1060,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,16 Apr 10
1061,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,15 Apr 16
1062,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,15 Apr 10
1063,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,14 May 12
1064,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,14 Apr 17
1065,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,14 Apr 10
1066,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,13 May 10
1067,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,13 Apr 17
1068,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,13 Apr 10
1069,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,12 May 14
1070,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,12 May 12
1071,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,12 Apr 17
1072,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,12 Apr 10
1073,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,11 May 14
1074,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,11 May 10
1075,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,11 Apr 17
1076,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,9 May 14
1077,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,9 May 12
1078,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,8 May 15
1079,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,8 May 14
1080,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,8 May 12
1081,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,7 May 14
1082,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1350,1350,1350,7 May 13
1083,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,7 May 10
1084,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,6 May 15
1085,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,6 May 14
1086,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,5 May 17
1087,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,5 May 15
1088,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,5 May 12
1089,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,4 May 17
1090,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1350,1350,1350,4 May 13
1091,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,4 May 12
1092,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,4 May 10
1093,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,3 May 14
1094,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,3 May 12
1095,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,2 May 16
1096,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,2 May 15
1097,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,2 May 14
1098,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1350,1350,1350,2 May 13
1099,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,2 May 10
1100,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,1 May 16
1101,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,1 May 15
1102,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,1 May 14
1103,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,1 May 12
1104,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,30 Apr 17
1105,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,30 Apr 10
1106,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,29 May 12
1107,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,29 Apr 17
1108,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,29 Apr 16
1109,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,29 Apr 15
1110,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,29 Apr 14
1111,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,28 Apr 17
1112,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,28 Apr 15
1113,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,28 Apr 14
1114,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,28 Apr 12
1115,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,28 Apr 10
1116,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,27 Apr 17
1117,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,27 Apr 16
1118,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,27 Apr 15
1119,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,27 Apr 12
1120,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,26 Apr 17
1121,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,26 Apr 16
1122,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,26 Apr 15
1123,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,26 Apr 14
1124,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,26 Apr 12
1125,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,26 Apr 10
1126,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,25 Apr 17
1127,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,25 Apr 16
1128,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,25 Apr 15
1129,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,25 Apr 14
1130,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,24 Apr 17
1131,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,24 Apr 16
1132,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,24 Apr 14
1133,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,24 Apr 12
1134,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,24 Apr 10
1135,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,23 Apr 17
1136,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,23 Apr 16
1137,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,23 Apr 15
1138,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,23 Apr 14
1139,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,22 Apr 16
1140,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,22 Apr 15
1141,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,22 Apr 10
1142,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,21 May 12
1143,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,21 Apr 16
1144,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,20 Apr 16
1145,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1350,1350,1350,20 Apr 13
1146,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,20 Apr 12
1147,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,20 Apr 10
1148,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,18 May 12
1149,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1350,1350,1350,18 Apr 13
1150,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,18 Apr 10
1151,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1350,1350,1350,17 Apr 13
1152,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,16 May 15
1153,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,16 Apr 17
1154,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,15 May 15
1155,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,15 Apr 17
1156,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,15 Apr 16
1157,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,15 Apr 10
1158,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,14 Apr 17
1159,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,13 Apr 17
1160,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,12 May 14
1161,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,12 May 10
1162,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,12 Apr 17
1163,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,12 Apr 10
1164,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,11 Apr 17
1165,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,10 May 12
1166,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,8 May 14
1167,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1350,1350,1350,8 May 13
1168,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,8 May 12
1169,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,6 May 10
1170,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,5 May 17
1171,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,5 May 15
1172,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,5 May 14
1173,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1350,1350,1350,5 May 13
1174,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,5 May 12
1175,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,5 May 10
1176,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,4 May 17
1177,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,4 May 14
1178,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1350,1350,1350,4 May 13
1179,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,4 May 12
1180,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,3 May 17
1181,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,3 May 16
1182,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,3 May 15
1183,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,3 May 14
1184,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,2 May 17
1185,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,2 May 16
1186,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,2 May 14
1187,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1350,1350,1350,2 May 13
1188,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,1 May 17
